date,id,parentId,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
Sep-14,uid-227,DD04,Junior,,EO (L),Executive Officer,Commercial,0,25500,29210,Procurement
Sep-14,uid-228,DD04,Junior,,EO (N),Executive Officer,Commercial,0,22820,26040,Procurement
Sep-14,uid-229,DD04,Junior,,EO (N),Not in Post,Commercial,0,22820,26040,Procurement
Sep-14,uid-230,DD04,Junior,,G6 (N),Grade 6,Commercial,0,54310,65080,Procurement
Sep-14,uid-231,DD04,Junior,,G7 (L),Grade 7,Commercial,0,49400,59290,Procurement
Sep-14,uid-232,DD04,Junior,,G7 (N),Grade 7,Commercial,0,44970,53910,Procurement
Sep-14,uid-233,DD04,Junior,,HEO (L),Higher Executive Officer,Commercial,0,30510,35350,Policy
Sep-14,uid-234,DD04,Junior,,HEO (L),Higher Executive Officer,Commercial,0,30510,35350,Procurement
Sep-14,uid-235,DD04,Junior,,HEO (N),Higher Executive Officer,Commercial,0,27400,31680,Procurement
Sep-14,uid-236,DD04,Junior,,SEO (L),Senior Executive Officer,Commercial,0,36610,43190,Procurement
Sep-14,uid-237,DD04,Junior,,SEO (N),Senior Executive Officer,Commercial,0,33900,40000,Procurement
Sep-14,uid-238,DD05,Junior,,AO (L),Administrative Officer,Commercial,0,22070,23170,Property and asset management
Sep-14,uid-239,DD05,Junior,,AO (N),Administrative Officer,Commercial,0,19060,20010,Property and asset management
Sep-14,uid-240,DD05,Junior,,EO (N),Executive Officer,Commercial,0,22820,26040,Property and asset management
Sep-14,uid-241,DD05,Junior,,G6 (L),Grade 6,Commercial,0,59050,70310,Property and asset management
Sep-14,uid-242,DD05,Junior,,G6 (N),Grade 6,Commercial,0,54310,65080,Property and asset management
Sep-14,uid-243,DD05,Junior,,G7 (L),Grade 7,Commercial,0,49400,59290,Other
Sep-14,uid-244,DD05,Junior,,G7 (L),Grade 7,Commercial,0,49400,59290,Property and asset management
Sep-14,uid-245,DD05,Junior,,G7 (N),Grade 7,Commercial,0,44970,53910,Property and asset management
Sep-14,uid-246,DD05,Junior,,G7 (OL),Grade 7,Commercial,0,48100,57720,Property and asset management
Sep-14,uid-247,DD05,Junior,,HEO (L),Higher Executive Officer,Commercial,0,30510,35350,Other
Sep-14,uid-248,DD05,Junior,,HEO (L),Higher Executive Officer,Commercial,0,30510,35350,Property and asset management
Sep-14,uid-249,DD05,Junior,,HEO (N),Higher Executive Officer,Commercial,0,27400,31680,Other
Sep-14,uid-250,DD05,Junior,,HEO (N),Higher Executive Officer,Commercial,0,27400,31680,Property and asset management
Sep-14,uid-251,DD05,Junior,,SEO (L),Senior Executive Officer,Commercial,0,36610,43190,Property and asset management
Sep-14,uid-252,DD05,Junior,,SEO (N),Senior Executive Officer,Commercial,0,33900,40000,Property and asset management
Sep-14,uid-253,DD79,Junior,,G6 (N),Grade 6,Commercial,0,54310,65080,Programme and Project Management (PPM)
Sep-14,uid-254,DD79,Junior,,G7 (N),Grade 7,Commercial,0,44970,53910,Programme and Project Management (PPM)
Sep-14,uid-255,DD79,Junior,,HEO (N),Higher Executive Officer,Commercial,0,27400,31680,Programme and Project Management (PPM)
Sep-14,uid-256,DD79,Junior,,SEO (N),Senior Executive Officer,Commercial,0,33900,40000,Programme and Project Management (PPM)
Sep-14,uid-257,DD89,Junior,,EO (L),Executive Officer,Commercial,0,25500,29210,Finance
Sep-14,uid-258,DD89,Junior,,G6 (N),Grade 6,Commercial,0,54310,65080,Finance
Sep-14,uid-259,DD89,Junior,,G7 (L),Grade 7,Commercial,0,49400,59290,Finance
Sep-14,uid-260,DD89,Junior,,G7 (N),Grade 7,Commercial,0,44970,53910,Information Technology
Sep-14,uid-261,DD89,Junior,,SEO (L),Senior Executive Officer,Commercial,0,36610,43190,Finance
Sep-14,uid-262,DD64,Junior,,AA (L),Administrative Assistant,Communications,0,19320,19890,Communications
Sep-14,uid-263,DD64,Junior,,AO (L),Administrative Officer,Communications,0,22070,23170,Communications
Sep-14,uid-264,DD64,Junior,,AO (L),Personal Secretary,Communications,0,22070,23170,Communications
Sep-14,uid-265,DD64,Junior,,EO (L),Executive Officer,Communications,0,25500,29210,Communications
Sep-14,uid-266,DD64,Junior,,EO (L),Senior Personal Secretary,Communications,0,25500,29210,Communications
Sep-14,uid-267,DD64,Junior,,G6 (L),Grade 6,Communications,0,59050,70310,Communications
Sep-14,uid-268,DD64,Junior,,G7 (L),Grade 7,Communications,0,49400,59290,Communications
Sep-14,uid-269,DD64,Junior,,HEO (L),Higher Executive Officer,Communications,0,30510,35350,Communications
Sep-14,uid-270,DD64,Junior,,HEO (L),Information Officer,Communications,0,30510,35350,Communications
Sep-14,uid-271,DD64,Junior,,SEO (L),Senior Executive Officer,Communications,0,36610,43190,Communications
Sep-14,uid-272,DD64,Junior,,SEO (L),Senior Information Officer,Communications,0,36610,43190,Communications
Sep-14,uid-273,DD65,Junior,,G6 (L),Grade 6,Communications,0,59050,70310,Communications
Sep-14,uid-274,DD65,Junior,,G7 (L),Grade 7,Communications,0,49400,59290,Communications
Sep-14,uid-275,DD65,Junior,,HEO (L),Higher Executive Officer,Communications,0,30510,35350,Communications
Sep-14,uid-276,DD65,Junior,,SEO (L),Senior Executive Officer,Communications,0,36610,43190,Communications
Sep-14,uid-277,DD65,Junior,,SEO (L),Senior Information Officer,Communications,0,36610,43190,Communications
Sep-14,uid-278,D18,Junior,,AA (L),Administrative Assistant,"EU, International & CAP Reform",0,19320,19890,Policy
Sep-14,uid-279,D18,Junior,,AO (L),Administrative Officer,"EU, International & CAP Reform",0,22070,23170,Policy
Sep-14,uid-280,D18,Junior,,EO (L),Executive Officer,"EU, International & CAP Reform",0,25500,29210,Policy
Sep-14,uid-281,D18,Junior,,G7 (L),Not in Post,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-282,D18,Junior,,HEO (L),Not in Post,"EU, International & CAP Reform",0,30510,35350,Policy
Sep-14,uid-283,DD51,Junior,,EO (N),Executive Officer,"EU, International & CAP Reform",0,22820,26040,Policy
Sep-14,uid-284,DD51,Junior,,FS (L),Higher Executive Officer (D),"EU, International & CAP Reform",0,27500,36000,Policy
Sep-14,uid-285,DD51,Junior,,FS (L),Not in Post,"EU, International & CAP Reform",0,27500,36000,Policy
Sep-14,uid-286,DD51,Junior,,G6 (L),Grade 6,"EU, International & CAP Reform",0,59050,70310,Policy
Sep-14,uid-287,DD51,Junior,,G7 (L),Grade 7,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-288,DD51,Junior,,G7 (N),Not in Post,"EU, International & CAP Reform",0,44970,53910,Policy
Sep-14,uid-289,DD51,Junior,,HEO (L),Higher Executive Officer,"EU, International & CAP Reform",0,30510,35350,Policy
Sep-14,uid-290,DD51,Junior,,HEO (N),Higher Executive Officer,"EU, International & CAP Reform",0,27400,31680,Policy
Sep-14,uid-291,DD51,Junior,,SEO (N),Senior Executive Officer,"EU, International & CAP Reform",0,33900,40000,Policy
Sep-14,uid-292,DD67,Junior,,AO (L),Administrative Officer,"EU, International & CAP Reform",0,22070,23170,Policy
Sep-14,uid-293,DD67,Junior,,EO (L),Executive Officer,"EU, International & CAP Reform",0,25500,29210,Policy
Sep-14,uid-294,DD67,Junior,,FS (L),Higher Executive Officer (D),"EU, International & CAP Reform",0,27500,36000,Policy
Sep-14,uid-295,DD67,Junior,,FS (L),Not in Post,"EU, International & CAP Reform",0,27500,36000,Policy
Sep-14,uid-296,DD67,Junior,,G7 (L),Grade 7,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-297,DD67,Junior,,G7 (L),Not in Post,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-298,DD67,Junior,,HEO (L),Higher Executive Officer,"EU, International & CAP Reform",0,30510,35350,Policy
Sep-14,uid-299,DD67,Junior,,SEO (L),Senior Executive Officer,"EU, International & CAP Reform",0,36610,43190,Policy
Sep-14,uid-300,DD68,Junior,,AO (L),Administrative Officer,"EU, International & CAP Reform",0,22070,23170,Policy
Sep-14,uid-301,DD68,Junior,,FS (L),Assistant Economist,"EU, International & CAP Reform",0,27500,36000,Economics
Sep-14,uid-302,DD68,Junior,,FS (L),Higher Executive Officer (D),"EU, International & CAP Reform",0,27500,36000,Policy
Sep-14,uid-303,DD68,Junior,,G7 (L),Grade 7,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-304,DD68,Junior,,SEO (L),Senior Executive Officer,"EU, International & CAP Reform",0,36610,43190,Policy
Sep-14,uid-305,DD70,Junior,,EO (L),Executive Officer,"EU, International & CAP Reform",0,25500,29210,Policy
Sep-14,uid-306,DD70,Junior,,G6 (L),Grade 6,"EU, International & CAP Reform",0,59050,70310,Policy
Sep-14,uid-307,DD70,Junior,,G7 (L),Grade 7,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-308,DD70,Junior,,G7 (N),Grade 7,"EU, International & CAP Reform",0,44970,53910,Policy
Sep-14,uid-309,DD70,Junior,,HEO (L),Higher Executive Officer,"EU, International & CAP Reform",0,30510,35350,Policy
Sep-14,uid-310,DD70,Junior,,HEO (N),Higher Executive Officer,"EU, International & CAP Reform",0,27400,31680,Policy
Sep-14,uid-311,DD70,Junior,,SEO (L),Senior Executive Officer,"EU, International & CAP Reform",0,36610,43190,Policy
Sep-14,uid-312,DD72,Junior,,AO (L),Administrative Officer,"EU, International & CAP Reform",0,22070,23170,Policy
Sep-14,uid-313,DD72,Junior,,EO (L),Executive Officer,"EU, International & CAP Reform",0,25500,29210,Policy
Sep-14,uid-314,DD72,Junior,,FS (L),Assistant Economist,"EU, International & CAP Reform",0,27500,36000,Economics
Sep-14,uid-315,DD72,Junior,,G7 (L),Grade 7,"EU, International & CAP Reform",0,49400,59290,Policy
Sep-14,uid-316,DD72,Junior,,HEO (L),Higher Executive Officer,"EU, International & CAP Reform",0,30510,35350,Policy
Sep-14,uid-317,DD72,Junior,,HEO (N),Higher Executive Officer,"EU, International & CAP Reform",0,27400,31680,Policy
Sep-14,uid-318,DD72,Junior,,SEO (L),Senior Executive Officer,"EU, International & CAP Reform",0,36610,43190,Policy
Sep-14,uid-319,DD72,Junior,,SEO (N),Senior Executive Officer,"EU, International & CAP Reform",0,33900,40000,Policy
Sep-14,uid-320,D02,Junior,,EO (L),Executive Officer,Finance,0,25500,29210,Finance
Sep-14,uid-321,DD07,Junior,,EO (N),Executive Officer,Finance,0,22820,26040,Finance
Sep-14,uid-322,DD07,Junior,,G6 (L),Grade 6,Finance,0,59050,70310,Finance
Sep-14,uid-323,DD07,Junior,,G7 (L),Grade 7,Finance,0,49400,59290,Finance
Sep-14,uid-324,DD07,Junior,,G7 (N),Grade 7,Finance,0,44970,53910,Finance
Sep-14,uid-325,DD07,Junior,,HEO (L),Higher Executive Officer,Finance,0,30510,35350,Finance
Sep-14,uid-326,DD07,Junior,,HEO (N),Higher Executive Officer,Finance,0,27400,31680,Finance
Sep-14,uid-327,DD07,Junior,,SEO (L),Senior Executive Officer,Finance,0,36610,43190,Finance
Sep-14,uid-328,DD07,Junior,,SEO (N),Senior Executive Officer,Finance,0,33900,40000,Finance
Sep-14,uid-329,DD08,Junior,,AO (L),Administrative Officer,Finance,0,22070,23170,Finance
Sep-14,uid-330,DD08,Junior,,AO (L),Administrative Officer,Finance,0,22070,23170,Policy
Sep-14,uid-331,DD08,Junior,,EO (L),Executive Officer,Finance,0,25500,29210,Finance
Sep-14,uid-332,DD08,Junior,,EO (L),Executive Officer,Finance,0,25500,29210,Policy
Sep-14,uid-333,DD08,Junior,,EO (N),Executive Officer,Finance,0,22820,26040,Finance
Sep-14,uid-334,DD08,Junior,,G6 (L),Grade 6,Finance,0,59050,70310,Finance
Sep-14,uid-335,DD08,Junior,,G7 (L),Grade 7,Finance,0,49400,59290,Finance
Sep-14,uid-336,DD08,Junior,,HEO (L),Higher Executive Officer,Finance,0,30510,35350,Finance
Sep-14,uid-337,DD08,Junior,,HEO (L),Higher Executive Officer,Finance,0,30510,35350,Policy
Sep-14,uid-338,DD08,Junior,,HEO (N),Higher Executive Officer,Finance,0,27400,31680,Policy
Sep-14,uid-339,DD08,Junior,,SEO (L),Senior Executive Officer,Finance,0,36610,43190,Finance
Sep-14,uid-340,DD08,Junior,,SEO (L),Senior Executive Officer,Finance,0,36610,43190,Policy
Sep-14,uid-341,DD08,Junior,,SEO (N),Senior Executive Officer,Finance,0,33900,40000,Finance
Sep-14,uid-342,DD09,Junior,,EO (L),Executive Officer,Finance,0,25500,29210,Finance
Sep-14,uid-343,DD09,Junior,,G6 (L),Grade 6,Finance,0,59050,70310,Internal Audit
Sep-14,uid-344,DD09,Junior,,G7 (L),Grade 7,Finance,0,49400,59290,Internal Audit
Sep-14,uid-345,DD09,Junior,,G7 (N),Grade 7,Finance,0,44970,53910,Internal Audit
Sep-14,uid-346,DD09,Junior,,HEO (L),Higher Executive Officer,Finance,0,30510,35350,Internal Audit
Sep-14,uid-347,DD09,Junior,,HEO (N),Higher Executive Officer,Finance,0,27400,31680,Internal Audit
Sep-14,uid-348,DD09,Junior,,HEO (N),Not in Post,Finance,0,27400,31680,Internal Audit
Sep-14,uid-349,DD09,Junior,,SEO (L),Senior Executive Officer,Finance,0,36610,43190,Internal Audit
Sep-14,uid-350,DD09,Junior,,SEO (N),Senior Executive Officer,Finance,0,33900,40000,Internal Audit
Sep-14,uid-351,DD10,Junior,,AO (L),Administrative Officer,Finance,0,22070,23170,Finance
Sep-14,uid-352,DD10,Junior,,AO (N),Administrative Officer,Finance,0,19060,20010,Finance
Sep-14,uid-353,DD10,Junior,,EO (L),Executive Officer,Finance,0,25500,29210,Finance
Sep-14,uid-354,DD10,Junior,,EO (N),Executive Officer,Finance,0,22820,26040,Finance
Sep-14,uid-355,DD10,Junior,,G6 (N),Grade 6,Finance,0,54310,65080,Finance
Sep-14,uid-356,DD10,Junior,,G7 (N),Grade 7,Finance,0,44970,53910,Finance
Sep-14,uid-357,DD10,Junior,,HEO (L),Higher Executive Officer,Finance,0,30510,35350,Finance
Sep-14,uid-358,DD10,Junior,,HEO (N),Higher Executive Officer,Finance,0,27400,31680,Finance
Sep-14,uid-359,DD10,Junior,,SEO (L),Senior Executive Officer,Finance,0,36610,43190,Finance
Sep-14,uid-360,DD10,Junior,,SEO (N),Senior Executive Officer,Finance,0,33900,40000,Finance
Sep-14,uid-361,DD11,Junior,,EO (L),Executive Officer,Finance,0,25500,29210,Finance
Sep-14,uid-362,DD11,Junior,,G6 (L),Grade 6,Finance,0,59050,70310,Finance
Sep-14,uid-363,DD11,Junior,,G7 (L),Grade 7,Finance,0,49400,59290,Finance
Sep-14,uid-364,DD11,Junior,,G7 (N),Grade 7,Finance,0,44970,53910,Finance
Sep-14,uid-365,DD11,Junior,,HEO (L),Higher Executive Officer,Finance,0,30510,35350,Finance
Sep-14,uid-366,DD11,Junior,,HEO (N),Higher Executive Officer,Finance,0,27400,31680,Finance
Sep-14,uid-367,DD11,Junior,,SEO (L),Senior Executive Officer,Finance,0,36610,43190,Finance
Sep-14,uid-368,DD11,Junior,,SEO (N),Senior Executive Officer,Finance,0,33900,40000,Finance
Sep-14,uid-369,DD32,Junior,,AO (L),Administrative Officer,Food & Environmental Risk,0,22070,23170,Policy
Sep-14,uid-370,DD32,Junior,,AO (N),Administrative Officer,Food & Environmental Risk,0,19060,20010,Policy
Sep-14,uid-371,DD32,Junior,,EO (L),Executive Officer,Food & Environmental Risk,0,25500,29210,Policy
Sep-14,uid-372,DD32,Junior,,G7 (L),Grade 7,Food & Environmental Risk,0,49400,59290,Policy
Sep-14,uid-373,DD32,Junior,,G7 (N),Grade 7,Food & Environmental Risk,0,44970,53910,Policy
Sep-14,uid-374,DD32,Junior,,HEO (L),Higher Executive Officer,Food & Environmental Risk,0,30510,35350,Policy
Sep-14,uid-375,DD32,Junior,,HEO (L),Higher Scientific Officer,Food & Environmental Risk,0,30510,35350,Science and Engineering
Sep-14,uid-376,DD32,Junior,,HEO (N),Higher Executive Officer,Food & Environmental Risk,0,27400,31680,Policy
Sep-14,uid-377,DD32,Junior,,SEO (L),Senior Executive Officer,Food & Environmental Risk,0,36610,43190,Policy
Sep-14,uid-378,DD32,Junior,,SEO (L),Senior Scientific Officer,Food & Environmental Risk,0,36610,43190,Science and Engineering
Sep-14,uid-379,DD33,Junior,,EO (L),Executive Officer,Food & Environmental Risk,0,25500,29210,Policy
Sep-14,uid-380,DD33,Junior,,EO (N),Executive Officer,Food & Environmental Risk,0,22820,26040,Policy
Sep-14,uid-381,DD33,Junior,,G6 (L),Grade 6,Food & Environmental Risk,0,59050,70310,Policy
Sep-14,uid-382,DD33,Junior,,G7 (L),Grade 7,Food & Environmental Risk,0,49400,59290,Policy
Sep-14,uid-383,DD33,Junior,,G7 (L),Not in Post,Food & Environmental Risk,0,49400,59290,Policy
Sep-14,uid-384,DD33,Junior,,HEO (L),Higher Executive Officer,Food & Environmental Risk,0,30510,35350,Policy
Sep-14,uid-385,DD33,Junior,,SEO (L),Senior Executive Officer,Food & Environmental Risk,0,36610,43190,Policy
Sep-14,uid-386,DD34,Junior,,EO (L),Executive Officer,Food & Environmental Risk,0,25500,29210,Policy
Sep-14,uid-387,DD34,Junior,,FS (L),Assistant Economist,Food & Environmental Risk,0,27500,36000,Economics
Sep-14,uid-388,DD34,Junior,,FS (L),Higher Executive Officer (D),Food & Environmental Risk,0,27500,36000,Policy
Sep-14,uid-389,DD34,Junior,,G7 (L),Grade 7,Food & Environmental Risk,0,49400,59290,Policy
Sep-14,uid-390,DD34,Junior,,G7 (L),Not in Post,Food & Environmental Risk,0,49400,59290,Policy
Sep-14,uid-391,DD34,Junior,,HEO (L),Higher Executive Officer,Food & Environmental Risk,0,30510,35350,Policy
Sep-14,uid-392,DD34,Junior,,SEO (L),Senior Executive Officer,Food & Environmental Risk,0,36610,43190,Policy
Sep-14,uid-393,D03,Junior,,G6 (L),Grade 6,Human Resources,0,59050,70310,Human Resources
Sep-14,uid-394,DD12,Junior,,AO (L),Personal Secretary,Human Resources,0,22070,23170,Other
Sep-14,uid-395,DD12,Junior,,EO (L),Executive Officer,Human Resources,0,25500,29210,Human Resources
Sep-14,uid-396,DD12,Junior,,EO (N),Executive Officer,Human Resources,0,22820,26040,Human Resources
Sep-14,uid-397,DD12,Junior,,EO (N),Executive Officer,Human Resources,0,22820,26040,Other
Sep-14,uid-398,DD12,Junior,,FS (L),Higher Executive Officer (D),Human Resources,0,27500,36000,Human Resources
Sep-14,uid-399,DD12,Junior,,FS (N),Higher Executive Officer (D),Human Resources,0,27500,36000,Human Resources
Sep-14,uid-400,DD12,Junior,,G6 (L),Grade 6,Human Resources,0,59050,70310,Human Resources
Sep-14,uid-401,DD12,Junior,,G6 (N),Grade 6,Human Resources,0,54310,65080,Human Resources
Sep-14,uid-402,DD12,Junior,,G7 (L),Grade 7,Human Resources,0,49400,59290,Human Resources
Sep-14,uid-403,DD12,Junior,,G7 (N),Grade 7,Human Resources,0,44970,53910,Human Resources
Sep-14,uid-404,DD12,Junior,,HEO (L),Higher Executive Officer,Human Resources,0,30510,35350,Human Resources
Sep-14,uid-405,DD12,Junior,,HEO (N),Higher Executive Officer,Human Resources,0,27400,31680,Human Resources
Sep-14,uid-406,DD12,Junior,,HEO (N),Not in Post,Human Resources,0,27400,31680,Human Resources
Sep-14,uid-407,DD12,Junior,,SEO (L),Senior Executive Officer,Human Resources,0,36610,43190,Human Resources
Sep-14,uid-408,DD12,Junior,,SEO (N),Senior Executive Officer,Human Resources,0,33900,40000,Human Resources
Sep-14,uid-409,DD12,Junior,,SEO (N),Not in Post,Human Resources,0,33900,40000,Other
Sep-14,uid-410,DD13,Junior,,EO (L),Executive Officer,Human Resources,0,25500,29210,Policy
Sep-14,uid-411,DD13,Junior,,G6 (L),Grade 6,Human Resources,0,59050,70310,Human Resources
Sep-14,uid-412,DD13,Junior,,G7 (L),Grade 7,Human Resources,0,49400,59290,Human Resources
Sep-14,uid-413,DD13,Junior,,HEO (L),Higher Executive Officer,Human Resources,0,30510,35350,Human Resources
Sep-14,uid-414,DD13,Junior,,SEO (L),Senior Executive Officer,Human Resources,0,36610,43190,Human Resources
Sep-14,uid-415,DD14,Junior,,EO (L),Executive Officer,Human Resources,0,25500,29210,Human Resources
Sep-14,uid-416,DD14,Junior,,EO (L),Executive Officer,Human Resources,0,25500,29210,Policy
Sep-14,uid-417,DD14,Junior,,G6 (L),Grade 6,Human Resources,0,59050,70310,Human Resources
Sep-14,uid-418,DD14,Junior,,G7 (L),Grade 7,Human Resources,0,49400,59290,Human Resources
Sep-14,uid-419,DD14,Junior,,HEO (L),Information Officer,Human Resources,0,30510,35350,Human Resources
Sep-14,uid-420,DD14,Junior,,SEO (L),Senior Executive Officer,Human Resources,0,36610,43190,Human Resources
Sep-14,uid-421,DD37,Junior,,AA (L),Administrative Assistant,Marine & Fisheries,0,19320,19890,Policy
Sep-14,uid-422,DD37,Junior,,AO (L),Administrative Officer,Marine & Fisheries,0,22070,23170,Policy
Sep-14,uid-423,DD37,Junior,,EO (L),Executive Officer,Marine & Fisheries,0,25500,29210,Policy
Sep-14,uid-424,DD37,Junior,,EO (L),Senior Personal Secretary,Marine & Fisheries,0,25500,29210,Policy
Sep-14,uid-425,DD37,Junior,,FS (L),Assistant Economist,Marine & Fisheries,0,27500,36000,Economics
Sep-14,uid-426,DD37,Junior,,G7 (L),Grade 7,Marine & Fisheries,0,49400,59290,Policy
Sep-14,uid-427,DD37,Junior,,HEO (L),Higher Executive Officer,Marine & Fisheries,0,30510,35350,Policy
Sep-14,uid-428,DD37,Junior,,HEO (L),Higher Scientific Officer,Marine & Fisheries,0,30510,35350,Science and Engineering
Sep-14,uid-429,DD37,Junior,,SEO (L),Senior Executive Officer,Marine & Fisheries,0,36610,43190,Policy
Sep-14,uid-430,DD39,Junior,,AO (L),Administrative Officer,Marine & Fisheries,0,22070,23170,Policy
Sep-14,uid-431,DD39,Junior,,EO (L),Executive Officer,Marine & Fisheries,0,25500,29210,Policy
Sep-14,uid-432,DD39,Junior,,FS (L),Higher Executive Officer (D),Marine & Fisheries,0,27500,36000,Policy
Sep-14,uid-433,DD39,Junior,,G7 (L),Grade 7,Marine & Fisheries,0,49400,59290,Policy
Sep-14,uid-434,DD39,Junior,,HEO (L),Higher Executive Officer,Marine & Fisheries,0,30510,35350,Policy
Sep-14,uid-435,DD39,Junior,,SEO (L),Senior Executive Officer,Marine & Fisheries,0,36610,43190,Policy
Sep-14,uid-436,DD41,Junior,,AO (L),Administrative Officer,Marine & Fisheries,0,22070,23170,Policy
Sep-14,uid-437,DD41,Junior,,EO (L),Executive Officer,Marine & Fisheries,0,25500,29210,Policy
Sep-14,uid-438,DD41,Junior,,EO (N),Executive Officer,Marine & Fisheries,0,22820,26040,Policy
Sep-14,uid-439,DD41,Junior,,G6 (L),Grade 6,Marine & Fisheries,0,59050,70310,Policy
Sep-14,uid-440,DD41,Junior,,G7 (L),Grade 7,Marine & Fisheries,0,49400,59290,Policy
Sep-14,uid-441,DD41,Junior,,G7 (N),Grade 7,Marine & Fisheries,0,44970,53910,Policy
Sep-14,uid-442,DD41,Junior,,HEO (L),Higher Executive Officer,Marine & Fisheries,0,30510,35350,Policy
Sep-14,uid-443,DD41,Junior,,HEO (N),Higher Executive Officer,Marine & Fisheries,0,27400,31680,Policy
Sep-14,uid-444,DD41,Junior,,HEO (N),Not in Post,Marine & Fisheries,0,27400,31680,Policy
Sep-14,uid-445,DD41,Junior,,SEO (L),Senior Executive Officer,Marine & Fisheries,0,36610,43190,Policy
Sep-14,uid-446,DD83,Junior,,G7 (L),Grade 7,Marine & Fisheries,0,49400,59290,Economics
Sep-14,uid-447,DD83,Junior,,G7 (L),Grade 7,Marine & Fisheries,0,49400,59290,Policy
Sep-14,uid-448,DD83,Junior,,HEO (L),Higher Executive Officer,Marine & Fisheries,0,30510,35350,Policy
Sep-14,uid-449,DD83,Junior,,SEO (L),Senior Executive Officer,Marine & Fisheries,0,36610,43190,Policy
Sep-14,uid-450,DD40,Junior,,EO (L),Executive Officer,Marine & Fisheries,0,25500,29210,Policy
Sep-14,uid-451,DD40,Junior,,EO (L),Senior Personal Secretary,Marine & Fisheries,0,25500,29210,Policy
Sep-14,uid-452,DD40,Junior,,FS (L),Higher Executive Officer (D),Marine & Fisheries,0,27500,36000,Policy
Sep-14,uid-453,DD40,Junior,,G7 (L),Grade 7,Marine & Fisheries,0,49400,59290,Policy
Sep-14,uid-454,DD40,Junior,,HEO (L),Higher Executive Officer,Marine & Fisheries,0,30510,35350,Policy
Sep-14,uid-455,DD40,Junior,,SEO (L),Senior Executive Officer,Marine & Fisheries,0,36610,43190,Policy
Sep-14,uid-456,DD40,Junior,,SEO (L),Not in Post,Marine & Fisheries,0,36610,43190,Policy
Sep-14,uid-457,D07,Junior,,AO (L),Personal Secretary,Plant & Animal Health,0,22070,23170,Policy
Sep-14,uid-458,D07,Junior,,EO (L),Executive Officer,Plant & Animal Health,0,25500,29210,Policy
Sep-14,uid-459,D07,Junior,,G7 (L),Not in Post,Plant & Animal Health,0,49400,59290,Policy
Sep-14,uid-460,D07,Junior,,SEO (L),Senior Executive Officer,Plant & Animal Health,0,36610,43190,Policy
Sep-14,uid-461,DD21,Junior,,AO (L),Administrative Officer,Plant & Animal Health,0,22070,23170,Policy
Sep-14,uid-462,DD21,Junior,,AO (L),Personal Secretary,Plant & Animal Health,0,22070,23170,Policy
Sep-14,uid-463,DD21,Junior,,G6 (L),Grade 6,Plant & Animal Health,0,59050,70310,Policy
Sep-14,uid-464,DD21,Junior,,G7 (L),Grade 7,Plant & Animal Health,0,49400,59290,Policy
Sep-14,uid-465,DD21,Junior,,G7 (L),Not in Post,Plant & Animal Health,0,49400,59290,Policy
Sep-14,uid-466,DD21,Junior,,HEO (L),Higher Executive Officer,Plant & Animal Health,0,30510,35350,Policy
Sep-14,uid-467,DD21,Junior,,HEO (L),Higher Scientific Officer,Plant & Animal Health,0,30510,35350,Science and Engineering
Sep-14,uid-468,DD21,Junior,,HEO (N),Higher Executive Officer,Plant & Animal Health,0,27400,31680,Policy
Sep-14,uid-469,DD21,Junior,,SEO (L),Senior Executive Officer,Plant & Animal Health,0,36610,43190,Policy
Sep-14,uid-470,DD21,Junior,,SEO (L),Senior Scientific Officer,Plant & Animal Health,0,36610,43190,Science and Engineering
Sep-14,uid-471,DD21,Junior,,SEO (N),Senior Executive Officer,Plant & Animal Health,0,33900,40000,Policy
Sep-14,uid-472,DD23,Junior,,AO (L),Administrative Officer,Plant & Animal Health,0,22070,23170,Policy
Sep-14,uid-473,DD23,Junior,,AO (L),Personal Secretary,Plant & Animal Health,0,22070,23170,Policy
Sep-14,uid-474,DD23,Junior,,AO (L),Not in Post,Plant & Animal Health,0,22070,23170,Policy
Sep-14,uid-475,DD23,Junior,,EO (L),Executive Officer,Plant & Animal Health,0,25500,29210,Policy
Sep-14,uid-476,DD23,Junior,,EO (N),Executive Officer,Plant & Animal Health,0,22820,26040,Policy
Sep-14,uid-477,DD23,Junior,,FS (L),Higher Executive Officer (D),Plant & Animal Health,0,27500,36000,Policy
Sep-14,uid-478,DD23,Junior,,G6 (L),Grade 6,Plant & Animal Health,0,59050,70310,Policy
Sep-14,uid-479,DD23,Junior,,G7 (L),Grade 7,Plant & Animal Health,0,49400,59290,Policy
Sep-14,uid-480,DD23,Junior,,G7 (L),Not in Post,Plant & Animal Health,0,49400,59290,Policy
Sep-14,uid-481,DD23,Junior,,HEO (L),Higher Executive Officer,Plant & Animal Health,0,30510,35350,Policy
Sep-14,uid-482,DD23,Junior,,HEO (L),Not in Post,Plant & Animal Health,0,30510,35350,Policy
