date,level,id,parentId
Mar-14,,19678,
Mar-14,,23164,19678
Mar-14,,23165,19678
Mar-14,,24043,23165
Mar-14,,24596,25448
Mar-14,,24775,23164
Mar-14,,25448,19678
Mar-14,,24041,19678
Mar-14,,24042,23165
Mar-14,,24025,19678
Mar-14,,24038,23164
Mar-14,,24024,23165
Mar-14,,24027,24042
Mar-14,,24058,25448
Mar-14,,24040,24775
Mar-14,,24028,23165
Mar-14,,24029,23165
Mar-14,,24030,24042
Mar-14,,24031,23165
Mar-14,,24032,25448
Mar-14,,24033,24775
Mar-14,,24036,24042
Mar-14,,24059,24041
Mar-14,,24062,19678
Mar-14,,24064,24775
Mar-14,,21007,24038
Mar-14,,23965,24024
Mar-14,,24350,24030
Mar-14,,25142,24059
Mar-14,,24051,24029
Mar-14,,24884,24029
Mar-14,,25139,24041
Mar-14,,24774,24029
Mar-14,,24010,24041
Mar-14,,23953,24028
Mar-14,,23976,24031
Mar-14,,24549,24041
Mar-14,,25134,24038
Mar-14,,24322,24024
Mar-14,,23998,24040
Mar-14,,24000,24030
Mar-14,,25259,24030
Mar-14,,23954,24028
Mar-14,,24056,24031
Mar-14,,25499,24033
Mar-14,,25070,24028
Mar-14,,24016,24028
Mar-14,,24253,24027
Mar-14,,23989,24032
Mar-14,,24011,24040
Mar-14,,24655,24058
Mar-14,,23957,24041
Mar-14,,23966,24027
Mar-14,,23967,24027
Mar-14,,23960,24024
Mar-14,,24629,24032
Mar-14,,24744,24028
Mar-14,,25393,24033
Mar-14,,23999,24040
Mar-14,,24019,24024
Mar-14,,24582,24033
Mar-14,,24274,24027
Mar-14,,24888,24029
Mar-14,,23968,24030
Mar-14,,23987,24059
Mar-14,,24053,24064
Mar-14,,23950,24059
Mar-14,,24638,24032
Mar-14,,23995,24064
Mar-14,,25062,24024
Mar-14,,24017,24036
Mar-14,,24013,24036
Mar-14,,25140,24058
Mar-14,,24054,24031
Mar-14,,25203,24025
Mar-14,,24005,19678
Mar-14,,24057,24030
Mar-14,,24087,24027
Mar-14,,24363,24062
Mar-14,,23984,19678
Mar-14,,23964,24025
Mar-14,,23979,24032
Mar-14,,25595,24028
Mar-14,,23959,24025
Mar-14,,24773,24029
Mar-14,,24942,24024
Mar-14,,23986,24029
Mar-14,,0,24030
Mar-14,,24015,23964
Mar-14,,24061,24030
Mar-14,,24983,24062
Mar-14,,25038,24036
Mar-14,,25597,24028
Mar-14,,,24038
Mar-14,,,24038
Mar-14,,,23995
Mar-14,,,23995
Mar-14,,,23995
Mar-14,,,23995
Mar-14,,,23995
Mar-14,,,23995
Mar-14,,,23998
Mar-14,,,23998
Mar-14,,,25499
Mar-14,,,25499
Mar-14,,,25499
Mar-14,,,24013
Mar-14,,,24013
Mar-14,,,24013
Mar-14,,,24013
Mar-14,,,24013
Mar-14,,,24013
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,24005
Mar-14,,,24005
Mar-14,,,24005
Mar-14,,,24005
Mar-14,,,24005
Mar-14,,,24005
Mar-14,,,24005
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,24744
Mar-14,,,24744
Mar-14,,,24744
Mar-14,,,24744
Mar-14,,,24744
Mar-14,,,23954
Mar-14,,,23954
Mar-14,,,23954
Mar-14,,,23966
Mar-14,,,23966
Mar-14,,,23966
Mar-14,,,24025
Mar-14,,,24025
Mar-14,,,24025
Mar-14,,,24025
Mar-14,,,24025
Mar-14,,,24054
Mar-14,,,24054
Mar-14,,,24054
Mar-14,,,24054
Mar-14,,,25142
Mar-14,,,25142
Mar-14,,,25142
Mar-14,,,25142
Mar-14,,,25142
Mar-14,,,25142
Mar-14,,,24054
Mar-14,,,24054
Mar-14,,,24054
Mar-14,,,24888
Mar-14,,,24888
Mar-14,,,24888
Mar-14,,,24888
Mar-14,,,24888
Mar-14,,,23957
Mar-14,,,23957
Mar-14,,,23957
Mar-14,,,23957
Mar-14,,,23957
Mar-14,,,24010
Mar-14,,,24010
Mar-14,,,24010
Mar-14,,,24010
Mar-14,,,24010
Mar-14,,,24010
Mar-14,,,24010
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,23984
Mar-14,,,24774
Mar-14,,,24774
Mar-14,,,24774
Mar-14,,,25070
Mar-14,,,25070
Mar-14,,,25070
Mar-14,,,25070
Mar-14,,,24253
Mar-14,,,24253
Mar-14,,,23967
Mar-14,,,23967
Mar-14,,,23967
Mar-14,,,23967
Mar-14,,,23967
Mar-14,,,24274
Mar-14,,,24274
Mar-14,,,24274
Mar-14,,,24274
Mar-14,,,24274
Mar-14,,,23989
Mar-14,,,23989
Mar-14,,,23989
Mar-14,,,23989
Mar-14,,,24629
Mar-14,,,24629
Mar-14,,,24629
Mar-14,,,24629
Mar-14,,,23950
Mar-14,,,23950
Mar-14,,,23950
Mar-14,,,23950
Mar-14,,,23950
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,24363
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,24363
Mar-14,,,25203
Mar-14,,,24011
Mar-14,,,24011
Mar-14,,,24011
Mar-14,,,23987
Mar-14,,,23987
Mar-14,,,23987
Mar-14,,,23987
Mar-14,,,23987
Mar-14,,,23987
Mar-14,,,24019
Mar-14,,,24019
Mar-14,,,24019
Mar-14,,,24019
Mar-14,,,24019
Mar-14,,,24019
Mar-14,,,24638
Mar-14,,,24638
Mar-14,,,24638
Mar-14,,,24638
Mar-14,,,25139
Mar-14,,,25139
Mar-14,,,25139
Mar-14,,,25139
Mar-14,,,25139
Mar-14,,,25139
Mar-14,,,25062
Mar-14,,,25062
Mar-14,,,25062
Mar-14,,,25062
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,25203
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24363
Mar-14,,,24016
Mar-14,,,24016
Mar-14,,,24016
Mar-14,,,24016
Mar-14,,,24016
Mar-14,,,24051
Mar-14,,,24051
Mar-14,,,24056
Mar-14,,,24056
Mar-14,,,24056
Mar-14,,,24056
Mar-14,,,24884
Mar-14,,,24884
Mar-14,,,24038
Mar-14,,,24038
Mar-14,,,24038
Mar-14,,,24038
Mar-14,,,25134
Mar-14,,,25134
